Channel,Video_ID,Negative,Neutral,Positive
Marques Brownlee,lczKh7EdcAA,0.42310410737991333,0.4995840787887573,0.07731177657842636
Marques Brownlee,lczKh7EdcAA,0.6447525024414062,0.2899443209171295,0.06530310958623886
Marques Brownlee,lczKh7EdcAA,0.17942564189434052,0.7774877548217773,0.043086566030979156
