Video_ID,Negative,Neutral,Positive
-B5ebucZ69s,0.19638797435909505,0.3654236687855287,0.4381883565336466
-G-DByczbWA,0.2667965972640862,0.3357104480266571,0.3974929529552658
-SLaZd2f_mI,0.3069850083409064,0.3751185920962191,0.31789640031129746
-T0MGehwWvE,0.08904099885590502,0.22795260325074193,0.683006393989282
-VDPP4W-4kg,0.12073189157738601,0.3278013523668051,0.5514667587862774
-duJtlw394U,0.15798175243167753,0.37795463872744756,0.46406361383988576
-hlRB2izres,0.33959912175778295,0.34778234697878363,0.3126185406930745
-hlwlML6pEg,0.1805727025901433,0.47027501966804264,0.3491522818570956
-ksYAeyqZrQ,0.1375917444238439,0.36971851363778113,0.4926897298544645
00D_hw9w9Ms,0.0922370635574528,0.3109569236791382,0.5968060058852037
01q2odQRpnc,0.1825085431337356,0.6713590621948242,0.14613237604498858
0208nuGPmZw,0.25976494409573764,0.5045641775314624,0.23567088639650205
06NjUndabQY,0.15861504501663143,0.29239921458065504,0.5489857271313667
0FnhqvxzA-k,0.11718753209182367,0.21642498951405284,0.6663874785105387
0IxaD8QwKTs,0.2636577257199876,0.3707772303309481,0.3655650428480516
0O2yTG3n1Vc,0.2753721110559269,0.4050571339971879,0.3195707512033336
0SFvMB-TImQ,0.3643249818929829,0.30874091329482883,0.326934091710987
0X4BgvvTSug,0.1582640603650361,0.2720027729868889,0.5697331542770068
0ei57YCKUCQ,0.1942206334298182,0.29717756798000705,0.5086017993621921
0wUjROE3usw,0.18141804801901643,0.38887066991689306,0.42971126969981316
11OQcqP4JDc,0.161887879949063,0.3314435612410307,0.5066685726245245
16lLk7se39Y,0.16293722300828,0.3302283940987812,0.5068343844566796
16w6qzwN_3Q,0.06487708148160112,0.2702039612179741,0.6649189596163466
1Dw5gGsy2QM,0.08706756298779506,0.31497575389221305,0.5979566853493452
1EIlcYCfEIE,0.3577951959926974,0.38368218236348844,0.2585226187736473
1I3dKEriVl8,0.20091829681041415,0.4646725048078224,0.33440919779241085
1KEtxTQUzxY,0.11887124264930286,0.32748449077321723,0.5536442717367952
1MnXU-3TwaQ,0.2171050650067627,0.3321658421636504,0.45072910233455543
1OHZTFseggA,0.09500940741323255,0.3900158343755681,0.5149747628880583
1ThO140eQY4,0.2618578367375743,0.3669753730221576,0.3711667929939624
1aBvGJHetUM,0.4868621377618578,0.3240385039345077,0.18909935495289767
1arS0zAyJWM,0.1573387777999691,0.3772991897295351,0.46536203570987866
1iuaVRIhe5c,0.0093763759359717,0.4613792300224304,0.5292444229125977
1mHI2sA3KGI,0.1866928147472685,0.3593619135742793,0.4539452694417512
1rJa-0YOkwk,0.24441522231791166,0.29628565248388505,0.45929914197096455
20sbEESeTSI,0.2478977835999103,0.412752534262836,0.3393496777280233
25vQ1YcBZZs,0.26506472503145534,0.3382836083571115,0.3966516616443793
2s2SZb83jyo,0.23390663415193555,0.25369022041559214,0.5124031454324722
2uvFqjsbemY,0.028857196037493153,0.22139838480335822,0.7497444152832031
3GeMrr7rhbo,0.07498175366781648,0.3934019035100937,0.5316163438558579
3N5MlZg_Cdg,0.18066156544507692,0.2744953904587489,0.5448430522989768
3Ouu9OqfTk0,0.8307479619979858,0.13025197386741635,0.0389999914914369
3enpjstERmE,0.08141314842214338,0.40269458806142205,0.51589226257056
3fjj8bmPk1M,0.17512594663497544,0.32876224297544226,0.4961118155523487
40zn4odfxyc,0.22666331442922133,0.3981703791548224,0.37516630123205047
49JBYSv3Nig,0.27765714454775053,0.3970574250927678,0.325285424236898
4Gh17DmQ6n8,0.3345850681265195,0.29955733319123584,0.36585759619871777
4L_psS1MVk8,0.14834828231552682,0.3954034712579515,0.4562482526180921
4LeBTYpfgS4,0.12955722358310592,0.24499501134268936,0.6254477638751268
4MbshUkkA38,0.056117010846113126,0.3353218386570613,0.6085611656308174
4P0z7kM5edg,0.12472750608188406,0.21258320485552148,0.6626892870292067
4QJq2h8tCv8,0.1582756609874492,0.3004157033425812,0.5413086293075158
4RLkkVMVHj4,0.4068454605025741,0.40438895261822605,0.18876558268824825
4RcThoRG46c,0.23799492080949922,0.3092319456013766,0.4527731297961013
4Wg-RQpcpUU,0.18050607918009445,0.40327269225739515,0.41622123709664893
4cKv7mXVQbU,0.11337939292258978,0.3179059946643455,0.5687146142923406
4dHR36DDVE8,0.1577903777360916,0.6351436972618103,0.2070659697055816
4eeZWTqq5VE,0.23981227811712483,0.36032969705187357,0.39985801218650663
4maJty0vQjI,0.2522847121270994,0.4600929548343023,0.2876223396509886
4qWR-YCgysQ,0.1696183085441589,0.27386619771520293,0.5565154974659283
4reoY0cLGR4,0.1663522967379928,0.2681053595927854,0.5655423299176618
4t1GdI9UsEI,0.16279767047510374,0.3149617209823595,0.5222406009626057
53kr_dvof1w,0.18015572272849323,0.41174406231361993,0.4081002185691376
55frjPFWh18,0.07811536626624205,0.3663527037770975,0.5555319239695867
56uCjW56HWI,0.21799938112497327,0.3732801052927971,0.40872050262987614
5FdDUrHl5RE,0.1786541824357731,0.39133939676378904,0.43000642533757183
5LAmDKf0mlY,0.368717888991038,0.4662240743637085,0.16505802174409226
5MhRZp2uunc,0.23237945267662277,0.3401109695876554,0.42750958009165224
5OSUEDd4HHc,0.24753984207569876,0.3853068913959089,0.36715327342361453
5rSbsPBlng8,0.23583173384582715,0.3848617166869624,0.3793065524019966
5t1okmz8Pyw,0.298999743827153,0.3156244456768036,0.3853758006589487
62Z6wXpL4_M,0.02036274914280507,0.2401658745948225,0.739471378736198
63EVXf_S4WQ,0.055781400489524485,0.3125064105823122,0.6317121807871193
65ciAONXv0M,0.16775216988411124,0.3355397110092727,0.4967081241090508
67hVZOJDFxQ,0.07797115330079876,0.347654265894865,0.5743745711321632
69dCWRvIzyo,0.3147023827483763,0.3593131119043243,0.3259845006906864
6JgwdYIHubA,0.053376486391893414,0.1879704767572028,0.758653037959621
6_3cLlSlTKw,0.10768968540709462,0.22781245987862345,0.6644978452473879
6jVUSsByq9Y,0.1418416728162103,0.20526113644656205,0.6528971948350469
6uyI6s4XJLw,0.0018941763555631,0.0629232823848724,0.9351825714111328
6x0VY-3nzZk,0.15738877402119603,0.3293897027948073,0.5132215280484941
6xsZYt5RZMM,0.17000888843167883,0.3370097187762878,0.49298139046653205
6y-GZp_UUUo,0.04545285180211064,0.295905793706576,0.6586413184801737
6yXPltBN7q0,0.0122083527967333,0.100632220506668,0.8871594667434692
703xkthDZfw,0.1868011300684884,0.3416531815504034,0.4715456912914912
70xfO8_7rcw,0.13577823665444597,0.4523717117580501,0.41185004286693805
71jBX5N3wcM,0.16899872515932654,0.2916915997241934,0.5393096782887975
74J0uiZk29k,0.2024926528334617,0.4141274869441986,0.3833798781037331
74Lj5cHseI8,0.17113354702014472,0.33259014748036864,0.4962763039022684
7DfXKkvjW-E,0.11202764715999361,0.2557599905878305,0.6322123612742871
7InMuwT8gdg,0.10690569486247282,0.42136750370264053,0.4717268007142203
7LGuglDdliw,0.2570600502588552,0.39623287628189874,0.3467070706294581
7V4xoL96HKU,0.23083518769375844,0.23792672227136788,0.5312380893488547
7a0UGHvxrLw,0.11042812313164835,0.34335701840675686,0.5462148497727785
7bU6IEUaTCg,0.30019431481047193,0.4165149331707569,0.2832907515104626
7c5alALk4CM,0.11069756246318938,0.3270925293235402,0.5622099159579528
7inhRWxQMFk,0.39094773754054174,0.43718292530287395,0.1718693285841833
7k3oG5xgQmc,0.3278924388714914,0.4010230849261384,0.2710844764495773
7qmL3NdDEb0,0.23091122319921847,0.4092815338075161,0.3598072576150298
7qoUAP0BYi0,0.03581653694765494,0.23069760189033464,0.7334858500040494
7wHTu6S5e0g,0.14004017314051878,0.3366372331100352,0.5233226072262315
