Channel,Video_ID,Negative,Neutral,Positive
Mrwhosetheboss,DCu6xpJeqkE,0.01079647894948721,0.09407907724380493,0.8951244950294495
Mrwhosetheboss,DCu6xpJeqkE,0.035170283168554306,0.35498911142349243,0.6098406314849854
Mrwhosetheboss,DCu6xpJeqkE,0.002835758263245225,0.03521479293704033,0.9619494676589966
