route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
801,RDEC24-801-1_Weekday-07,61467714,,0,157,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467715,,0,101,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467716,,0,158,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467717,,0,104,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467718,,0,159,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467719,,0,160,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467720,,0,161,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467721,,0,164,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467722,,0,151,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467723,,0,163,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467724,,0,162,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467725,,0,153,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467726,,0,117,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467727,,0,110,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467728,,0,118,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467729,,0,108,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467730,,0,169,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467731,,0,152,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467732,,0,101,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467733,,0,102,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467734,,0,170,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467735,,1,159,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467736,,1,101,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467737,,1,104,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467738,,1,114,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467739,,1,103,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467740,,1,113,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467741,,1,106,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467742,,1,158,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467743,,1,164,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467744,,0,159,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467745,,1,111,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467746,,1,108,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467747,,1,105,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467748,,1,153,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467749,,1,152,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467750,,1,112,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467751,,1,156,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467752,,1,104,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467753,,1,158,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467754,,1,152,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467755,,1,101,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467756,,1,102,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467757,,1,161,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467758,,1,159,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467759,,1,105,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467760,,1,103,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467761,,1,163,801SB_RC_221121
