Channel,Video_ID,Negative,Neutral,Positive
ShortCircuit,_1809upo8wM,0.08995957672595978,0.4302111566066742,0.4798293113708496
ShortCircuit,_1809upo8wM,0.07830841094255447,0.34441685676574707,0.577274739742279
ShortCircuit,_1809upo8wM,0.2683658003807068,0.6582436561584473,0.07339051365852356
ShortCircuit,_1809upo8wM,0.006101383361965418,0.06651270389556885,0.9273859262466431
ShortCircuit,_1809upo8wM,0.10674421489238739,0.30759164690971375,0.5856641530990601
ShortCircuit,_1809upo8wM,0.09999608993530273,0.5079706311225891,0.39203327894210815
ShortCircuit,_1809upo8wM,0.7201111912727356,0.24238605797290802,0.037502750754356384
ShortCircuit,_1809upo8wM,0.35975340008735657,0.321554958820343,0.3186916410923004
ShortCircuit,_1809upo8wM,0.07769414037466049,0.19376982748508453,0.7285359501838684
ShortCircuit,_1809upo8wM,0.5443425178527832,0.3229021430015564,0.13275529444217682
ShortCircuit,_1809upo8wM,0.6181980967521667,0.30276069045066833,0.07904122024774551
ShortCircuit,_1809upo8wM,0.2142026126384735,0.45228949189186096,0.33350783586502075
ShortCircuit,_1809upo8wM,0.02123034931719303,0.20434622466564178,0.7744234204292297
ShortCircuit,_1809upo8wM,0.01203993707895279,0.08473951369524002,0.9032205939292908
ShortCircuit,_1809upo8wM,0.3768349587917328,0.5529518723487854,0.07021313905715942
ShortCircuit,_1809upo8wM,0.44168996810913086,0.46539101004600525,0.09291902184486389
ShortCircuit,_1809upo8wM,0.7007501125335693,0.23761530220508575,0.06163464114069939
ShortCircuit,_1809upo8wM,0.2863592505455017,0.47367045283317566,0.23997029662132263
ShortCircuit,_1809upo8wM,0.35488343238830566,0.5369836091995239,0.10813295096158981
ShortCircuit,_1809upo8wM,0.8496691584587097,0.134134903550148,0.016195906326174736
ShortCircuit,_1809upo8wM,0.03372737020254135,0.38041484355926514,0.5858577489852905
ShortCircuit,_1809upo8wM,0.011115668341517448,0.07121296972036362,0.9176713228225708
ShortCircuit,_1809upo8wM,0.0049050915986299515,0.045335542410612106,0.9497593641281128
ShortCircuit,_1809upo8wM,0.09212575852870941,0.5744248032569885,0.3334493935108185
ShortCircuit,_1809upo8wM,0.03357119485735893,0.13329455256462097,0.8331342339515686
ShortCircuit,_1809upo8wM,0.019959745928645134,0.597054660320282,0.38298559188842773
ShortCircuit,_1809upo8wM,0.0060865869745612144,0.590630292892456,0.40328308939933777
