Channel,Video_ID,Negative,Neutral,Positive
ShortCircuit,sJCtMfKbsv8,0.05833302438259125,0.21255239844322205,0.7291145324707031
ShortCircuit,sJCtMfKbsv8,0.10379024595022202,0.23717178404331207,0.6590379476547241
ShortCircuit,sJCtMfKbsv8,0.13045664131641388,0.47294870018959045,0.39659470319747925
ShortCircuit,sJCtMfKbsv8,0.022099250927567482,0.17845726013183594,0.7994435429573059
ShortCircuit,sJCtMfKbsv8,0.010100575163960457,0.3696005344390869,0.6202988624572754
ShortCircuit,sJCtMfKbsv8,0.01000178325921297,0.08058735728263855,0.9094108939170837
ShortCircuit,sJCtMfKbsv8,0.3363608717918396,0.5417241454124451,0.12191499024629593
ShortCircuit,sJCtMfKbsv8,0.014063208363950253,0.2733122408390045,0.7126245498657227
ShortCircuit,sJCtMfKbsv8,0.010892555117607117,0.11002298444509506,0.8790844678878784
ShortCircuit,sJCtMfKbsv8,0.20545294880867004,0.4637700021266937,0.33077701926231384
ShortCircuit,sJCtMfKbsv8,0.24327795207500458,0.4712047874927521,0.2855173349380493
ShortCircuit,sJCtMfKbsv8,0.342899888753891,0.507257342338562,0.14984279870986938
ShortCircuit,sJCtMfKbsv8,0.46895453333854675,0.4823848009109497,0.04866063967347145
ShortCircuit,sJCtMfKbsv8,0.8414697647094727,0.14772732555866241,0.0108029181137681
ShortCircuit,sJCtMfKbsv8,0.7797489166259766,0.20011940598487854,0.020131748169660568
ShortCircuit,sJCtMfKbsv8,0.18565118312835693,0.49349236488342285,0.32085657119750977
