Channel,Video_ID,Negative,Neutral,Positive
ShortCircuit,T3hJhYElryg,0.6929225921630859,0.251250296831131,0.055827099829912186
ShortCircuit,T3hJhYElryg,0.17018193006515503,0.47429758310317993,0.3555205464363098
ShortCircuit,T3hJhYElryg,0.010035236366093159,0.14896836876869202,0.8409964442253113
ShortCircuit,T3hJhYElryg,0.025297990068793297,0.2214791178703308,0.7532228827476501
ShortCircuit,T3hJhYElryg,0.34528666734695435,0.5656417608261108,0.0890716165304184
ShortCircuit,T3hJhYElryg,0.14707626402378082,0.5921738147735596,0.2607499063014984
ShortCircuit,T3hJhYElryg,0.011633996851742268,0.059486135840415955,0.9288798570632935
ShortCircuit,T3hJhYElryg,0.11675097793340683,0.3673075735569,0.5159414410591125
ShortCircuit,T3hJhYElryg,0.21359029412269592,0.40379437804222107,0.3826152980327606
ShortCircuit,T3hJhYElryg,0.6241390705108643,0.28520599007606506,0.09065493196249008
ShortCircuit,T3hJhYElryg,0.010843023657798767,0.04490184411406517,0.9442551732063293
ShortCircuit,T3hJhYElryg,0.026894785463809967,0.20831763744354248,0.7647876143455505
ShortCircuit,T3hJhYElryg,0.6249623894691467,0.2944881021976471,0.08054958283901215
ShortCircuit,T3hJhYElryg,0.4254192113876343,0.4314937889575958,0.14308694005012512
ShortCircuit,T3hJhYElryg,0.5897241830825806,0.33451366424560547,0.07576221227645874
ShortCircuit,T3hJhYElryg,0.006379452534019947,0.0497504398226738,0.9438701272010803
ShortCircuit,T3hJhYElryg,0.5091205835342407,0.27213454246520996,0.2187449038028717
ShortCircuit,T3hJhYElryg,0.03300939127802849,0.1631205528974533,0.8038700819015503
ShortCircuit,T3hJhYElryg,0.17014938592910767,0.36432501673698425,0.4655255675315857
ShortCircuit,T3hJhYElryg,0.2586657702922821,0.4666738510131836,0.2746603488922119
ShortCircuit,T3hJhYElryg,0.02651079185307026,0.15617141127586365,0.81731778383255
ShortCircuit,T3hJhYElryg,0.6692573428153992,0.2588353753089905,0.07190735638141632
ShortCircuit,T3hJhYElryg,0.8196718096733093,0.1620471477508545,0.018281076103448868
ShortCircuit,T3hJhYElryg,0.021004360169172287,0.1139548122882843,0.8650408387184143
ShortCircuit,T3hJhYElryg,0.4926183521747589,0.4097144901752472,0.09766718745231628
ShortCircuit,T3hJhYElryg,0.5171710848808289,0.4263104498386383,0.05651840940117836
