service_id,date,exception_type
DEC24-D07CAR-1_Weekday-FAIRHC0,20241223,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20241223,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20241223,2
DEC24-D07CAR-1_Weekday-PALIHS1,20241223,2
DEC24-D07CAR-1_Weekday-PAULRA0,20241223,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20241223,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20241223,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20241223,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20241223,2
DEC24-D07CAR-1_Weekday-BURRMA0,20241223,2
DEC24-D07CAR-1_Weekday-BURRMB0,20241223,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20241223,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20241224,2
DEC24-D07CAR-1_Weekday-LOANHD0,20241224,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20241224,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20241224,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20241224,2
DEC24-D07CAR-1_Weekday-PALIHS1,20241224,2
DEC24-D07CAR-1_Weekday-PAULRA0,20241224,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20241224,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20241224,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20241224,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20241224,2
DEC24-D07CAR-1_Weekday-BURRMA0,20241224,2
DEC24-D07CAR-1_Weekday-BURRMB0,20241224,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20241224,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20241226,2
DEC24-D07CAR-1_Weekday-LOANHD0,20241226,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20241226,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20241226,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20241226,2
DEC24-D07CAR-1_Weekday-PALIHS1,20241226,2
DEC24-D07CAR-1_Weekday-PAULRA0,20241226,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20241226,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20241226,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20241226,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20241226,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20241226,2
DEC24-D07CAR-1_Weekday-BURRMA0,20241226,2
DEC24-D07CAR-1_Weekday-BURRMB0,20241226,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20241227,2
DEC24-D07CAR-1_Weekday-LOANHD0,20241227,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20241227,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20241227,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20241227,2
DEC24-D07CAR-1_Weekday-PALIHS1,20241227,2
DEC24-D07CAR-1_Weekday-PAULRA0,20241227,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20241227,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20241227,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20241227,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20241227,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20241227,2
DEC24-D07CAR-1_Weekday-BURRMA0,20241227,2
DEC24-D07CAR-1_Weekday-BURRMB0,20241227,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20241230,2
DEC24-D07CAR-1_Weekday-LOANHD0,20241230,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20241230,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20241230,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20241230,2
DEC24-D07CAR-1_Weekday-PALIHS1,20241230,2
DEC24-D07CAR-1_Weekday-PAULRA0,20241230,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20241230,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20241230,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20241230,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20241230,2
DEC24-D07CAR-1_Weekday-BURRMA0,20241230,2
DEC24-D07CAR-1_Weekday-BURRMB0,20241230,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20241230,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20241231,2
DEC24-D07CAR-1_Weekday-LOANHD0,20241231,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20241231,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20241231,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20241231,2
DEC24-D07CAR-1_Weekday-PALIHS1,20241231,2
DEC24-D07CAR-1_Weekday-PAULRA0,20241231,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20241231,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20241231,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20241231,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20241231,2
DEC24-D07CAR-1_Weekday-BURRMA0,20241231,2
DEC24-D07CAR-1_Weekday-BURRMB0,20241231,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20241231,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250102,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250102,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250102,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250102,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250102,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250102,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250102,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250102,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250102,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250102,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250102,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250102,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250102,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250102,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250103,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250103,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250103,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250103,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250103,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250103,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250103,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250103,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250103,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250103,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250103,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250103,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250103,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250103,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250106,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250106,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250106,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250106,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250106,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250106,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250106,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250106,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250106,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250106,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250106,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250106,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250107,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250107,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250107,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250107,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250107,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250107,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250107,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250107,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250107,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250107,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250107,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250107,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250108,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250108,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250108,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250108,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250108,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250108,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250108,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250108,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250108,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250108,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250108,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250108,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250109,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250109,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250109,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250109,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250109,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250109,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250109,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250109,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250109,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250109,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250109,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250109,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250110,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250110,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250110,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250110,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250110,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250110,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250110,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250110,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250110,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250110,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250110,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250110,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250113,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250113,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250113,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250113,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250113,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250113,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250113,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250113,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250113,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250113,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250113,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250113,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250114,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250114,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250114,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250114,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250114,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250114,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250114,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250114,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250114,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250114,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250114,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250114,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250115,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250115,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250115,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250115,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250115,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250115,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250115,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250115,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250115,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250115,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250115,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250115,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250116,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250116,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250116,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250116,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250116,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250116,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250116,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250116,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250116,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250116,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250116,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250116,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250117,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250117,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250117,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250117,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250117,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250117,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250117,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250117,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250117,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250117,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250117,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250117,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250120,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250120,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250120,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250120,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250120,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250120,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250120,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250120,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250120,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250120,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250120,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250120,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250120,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250120,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250121,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250121,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250121,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250121,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250121,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250121,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250121,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250121,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250121,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250121,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250121,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250121,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250122,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250122,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250122,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250122,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250122,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250122,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250122,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250122,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250122,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250122,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250122,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250122,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250123,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250123,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250123,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250123,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250123,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250123,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250123,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250123,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250123,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250123,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250123,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250123,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250124,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250124,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250124,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250124,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250124,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250124,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250124,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250124,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250124,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250124,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250124,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250124,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250127,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250127,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250127,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250127,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250127,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250127,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250127,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250127,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250127,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250127,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250127,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250127,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250128,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250128,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250128,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250128,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250128,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250128,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250128,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250128,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250128,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250128,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250128,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250128,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250129,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250129,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250129,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250129,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250129,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250129,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250129,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250129,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250129,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250129,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250129,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250129,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250130,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250130,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250130,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250130,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250130,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250130,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250130,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250130,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250130,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250130,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250130,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250130,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250131,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250131,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250131,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250131,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250131,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250131,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250131,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250131,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250131,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250131,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250131,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250131,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250203,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250203,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250203,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250203,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250203,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250203,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250203,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250203,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250203,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250203,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250203,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250203,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250204,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250204,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250204,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250204,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250204,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250204,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250204,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250204,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250204,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250204,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250204,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250204,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250205,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250205,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250205,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250205,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250205,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250205,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250205,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250205,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250205,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250205,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250205,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250205,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250206,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250206,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250206,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250206,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250206,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250206,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250206,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250206,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250206,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250206,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250206,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250206,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250207,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250207,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250207,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250207,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250207,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250207,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250207,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250207,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250207,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250207,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250207,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250207,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250210,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250210,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250210,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250210,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250210,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250210,2
DEC24-D07CAR-1_Weekday-FAIRHC0,20250210,2
DEC24-D07CAR-1_Weekday-HOLLHB0,20250210,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250210,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250210,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250210,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250210,2
DEC24-D07CAR-1_Weekday-FAIRHA0,20250211,2
DEC24-D07CAR-1_Weekday-FAIRHS1,20250211,2
DEC24-D07CAR-1_Weekday-PALIHS1,20250211,2
DEC24-D07CAR-1_Weekday-PAULRA0,20250211,2
DEC24-D07CAR-1_Weekday-PAULRE1-1010100,20250211,2
DEC24-D07CAR-1_Weekday-PAULRE1-0101000,20250211,2
DEC24-D07CAR-1_Weekday-LOANHD0,20250211,2
DEC24-D07CAR-1_Weekday-HOLLHS1,20250211,2
DEC24-D07CAR-1_Weekday-BURRMA0,20250211,2
DEC24-D07CAR-1_Weekday-BURRMB0,20250211,2
DEC24-D07CAR-1_Weekday-FAIRHB0,20250211,2
DEC24-D07CAR-1_Weekday-HOLLHA0,20250211,2
