route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_id_event
210-13186,DEC24-D18CAR-1_Weekday,10210003311427-DEC24,,1,2100800,2100331_DEC24,60967498-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301501-DEC24,,1,2101200,2100330_DEC24,60967499-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003311445-DEC24,,1,2101700,2100331_DEC24,60967500-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301624-DEC24,,1,2101900,2100330_DEC24,60967501-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301520-DEC24,,1,2101300,2100330_DEC24,60967502-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003311505-DEC24,,1,2102300,2100331_DEC24,60967503-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003311526-DEC24,,1,2101100,2100331_DEC24,60967504-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301541-DEC24,,1,2101500,2100330_DEC24,60967505-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301603-DEC24,,1,2100200,2100330_DEC24,60967506-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003311546-DEC24,,1,2100100,2100331_DEC24,60967507-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003311628-DEC24,,1,2101600,2100331_DEC24,60967508-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003311607-DEC24,,1,2101400,2100331_DEC24,60967509-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301705-DEC24,,1,2100700,2100330_DEC24,60967510-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301645-DEC24,,1,2100500,2100330_DEC24,60967511-DEC24-D18CAR-1_Weekday
210-13186,DEC24-D18CAR-1_Weekday,10210003301725-DEC24,,1,2102200,2100330_DEC24,60967512-DEC24-D18CAR-1_Weekday
