route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_id_event
611-13186,DEC24-D02CAR-1_Weekday,10611000280539-DEC24,,1,6110301,6110028_DEC24,60841169-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000270606-DEC24,,1,6110101,6110027_DEC24,60841170-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000270710-DEC24,,1,6110200,6110027_DEC24,60841171-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000270808-DEC24,,1,6110301,6110027_DEC24,60841172-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000270908-DEC24,,1,6110101,6110027_DEC24,60841173-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271005-DEC24,,1,6110200,6110027_DEC24,60841174-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271105-DEC24,,1,6110301,6110027_DEC24,60841175-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271206-DEC24,,1,6110101,6110027_DEC24,60841176-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271304-DEC24,,1,6110200,6110027_DEC24,60841177-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271403-DEC24,,1,6110502,6110027_DEC24,60841178-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271504-DEC24,,1,6110402,6110027_DEC24,60841179-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271607-DEC24,,1,6110602,6110027_DEC24,60841180-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271710-DEC24,,1,6110502,6110027_DEC24,60841181-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271815-DEC24,,1,6110402,6110027_DEC24,60841182-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000271915-DEC24,,1,6110602,6110027_DEC24,60841183-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000272010-DEC24,,1,6110502,6110027_DEC24,60841184-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000272105-DEC24,,1,6110402,6110027_DEC24,60841185-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000202201-DEC24,,1,6110602,6110020_DEC24,60841186-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000240515-DEC24,,0,6110101,6110024_DEC24,60841187-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000220540-DEC24,,0,6110200,6110022_DEC24,60841188-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000220635-DEC24,,0,6110301,6110022_DEC24,60841189-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000220734-DEC24,,0,6110101,6110022_DEC24,60841190-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000220836-DEC24,,0,6110200,6110022_DEC24,60841191-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000220935-DEC24,,0,6110301,6110022_DEC24,60841192-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221034-DEC24,,0,6110101,6110022_DEC24,60841193-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221133-DEC24,,0,6110200,6110022_DEC24,60841194-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221232-DEC24,,0,6110301,6110022_DEC24,60841195-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221330-DEC24,,0,6110402,6110022_DEC24,60841196-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221534-DEC24,,0,6110502,6110022_DEC24,60841197-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221639-DEC24,,0,6110402,6110022_DEC24,60841198-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221429-DEC24,,0,6110602,6110022_DEC24,60841199-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000222038-DEC24,,0,6110602,6110022_DEC24,60841200-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221742-DEC24,,0,6110602,6110022_DEC24,60841201-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221842-DEC24,,0,6110502,6110022_DEC24,60841202-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000221940-DEC24,,0,6110402,6110022_DEC24,60841203-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-1_Weekday,10611000232130-DEC24,,0,6110502,6110023_DEC24,60841204-DEC24-D02CAR-1_Weekday
611-13186,DEC24-D02CAR-2_Saturday,60611000270605-DEC24,,1,6110201,6110027_DEC24,60841218-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000270705-DEC24,,1,6110101,6110027_DEC24,60841219-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000270801-DEC24,,1,6110301,6110027_DEC24,60841220-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000270902-DEC24,,1,6110201,6110027_DEC24,60841221-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271001-DEC24,,1,6110101,6110027_DEC24,60841222-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271100-DEC24,,1,6110301,6110027_DEC24,60841223-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271159-DEC24,,1,6110201,6110027_DEC24,60841224-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271300-DEC24,,1,6110402,6110027_DEC24,60841225-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271400-DEC24,,1,6110602,6110027_DEC24,60841226-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271500-DEC24,,1,6110502,6110027_DEC24,60841227-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271600-DEC24,,1,6110402,6110027_DEC24,60841228-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271700-DEC24,,1,6110602,6110027_DEC24,60841229-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271800-DEC24,,1,6110502,6110027_DEC24,60841230-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000271900-DEC24,,1,6110402,6110027_DEC24,60841231-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000272000-DEC24,,1,6110602,6110027_DEC24,60841232-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000272100-DEC24,,1,6110502,6110027_DEC24,60841233-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000220540-DEC24,,0,6110101,6110022_DEC24,60841234-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000220635-DEC24,,0,6110301,6110022_DEC24,60841235-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000220734-DEC24,,0,6110201,6110022_DEC24,60841236-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000220836-DEC24,,0,6110101,6110022_DEC24,60841237-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000220935-DEC24,,0,6110301,6110022_DEC24,60841238-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221034-DEC24,,0,6110201,6110022_DEC24,60841239-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221133-DEC24,,0,6110101,6110022_DEC24,60841240-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221231-DEC24,,0,6110301,6110022_DEC24,60841241-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221330-DEC24,,0,6110502,6110022_DEC24,60841242-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221728-DEC24,,0,6110402,6110022_DEC24,60841243-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221529-DEC24,,0,6110602,6110022_DEC24,60841244-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221627-DEC24,,0,6110502,6110022_DEC24,60841245-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221430-DEC24,,0,6110402,6110022_DEC24,60841246-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221930-DEC24,,0,6110502,6110022_DEC24,60841247-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000232130-DEC24,,0,6110602,6110023_DEC24,60841248-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000222030-DEC24,,0,6110402,6110022_DEC24,60841249-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-2_Saturday,60611000221830-DEC24,,0,6110602,6110022_DEC24,60841250-DEC24-D02CAR-2_Saturday
611-13186,DEC24-D02CAR-3_Sunday,70611000270605-DEC24,,1,6110201,6110027_DEC24,60841301-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000270705-DEC24,,1,6110101,6110027_DEC24,60841302-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000270801-DEC24,,1,6110301,6110027_DEC24,60841303-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000270902-DEC24,,1,6110201,6110027_DEC24,60841304-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271001-DEC24,,1,6110101,6110027_DEC24,60841305-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271100-DEC24,,1,6110301,6110027_DEC24,60841306-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271159-DEC24,,1,6110201,6110027_DEC24,60841307-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271300-DEC24,,1,6110402,6110027_DEC24,60841308-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271400-DEC24,,1,6110602,6110027_DEC24,60841309-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271500-DEC24,,1,6110502,6110027_DEC24,60841310-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271600-DEC24,,1,6110402,6110027_DEC24,60841311-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271700-DEC24,,1,6110602,6110027_DEC24,60841312-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271800-DEC24,,1,6110502,6110027_DEC24,60841313-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000271900-DEC24,,1,6110402,6110027_DEC24,60841314-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000272000-DEC24,,1,6110602,6110027_DEC24,60841315-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000272100-DEC24,,1,6110502,6110027_DEC24,60841316-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221830-DEC24,,0,6110602,6110022_DEC24,60841317-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000220540-DEC24,,0,6110101,6110022_DEC24,60841318-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000220635-DEC24,,0,6110301,6110022_DEC24,60841319-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000220734-DEC24,,0,6110201,6110022_DEC24,60841320-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000220836-DEC24,,0,6110101,6110022_DEC24,60841321-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000220935-DEC24,,0,6110301,6110022_DEC24,60841322-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221034-DEC24,,0,6110201,6110022_DEC24,60841323-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221133-DEC24,,0,6110101,6110022_DEC24,60841324-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221231-DEC24,,0,6110301,6110022_DEC24,60841325-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221330-DEC24,,0,6110502,6110022_DEC24,60841326-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221529-DEC24,,0,6110602,6110022_DEC24,60841327-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221627-DEC24,,0,6110502,6110022_DEC24,60841328-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221430-DEC24,,0,6110402,6110022_DEC24,60841329-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221728-DEC24,,0,6110402,6110022_DEC24,60841330-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000221930-DEC24,,0,6110502,6110022_DEC24,60841331-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000232130-DEC24,,0,6110602,6110023_DEC24,60841332-DEC24-D02CAR-3_Sunday
611-13186,DEC24-D02CAR-3_Sunday,70611000222030-DEC24,,0,6110402,6110022_DEC24,60841333-DEC24-D02CAR-3_Sunday
92-13186,DEC24-D15CAR-2_Saturday,60092003050504-DEC24,,0,0920300,920305_DEC24,60881309-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050721-DEC24,,0,0920900,920305_DEC24,60881310-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050749-DEC24,,0,0920700,920305_DEC24,60881311-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051333-DEC24,,0,0920800,920305_DEC24,60881312-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051535-DEC24,,0,0920600,920305_DEC24,60881313-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051740-DEC24,,0,0920700,920305_DEC24,60881314-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051832-DEC24,,0,0920800,920305_DEC24,60881315-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003062105-DEC24,,0,0929111,920306_DEC24,60881316-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003062205-DEC24,,0,0929211,920306_DEC24,60881317-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003072615-DEC24,,0,0929211,920307_DEC24,60881318-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003072315-DEC24,,0,0929111,920307_DEC24,60881319-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003072415-DEC24,,0,0929211,920307_DEC24,60881320-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003072515-DEC24,,0,0929111,920307_DEC24,60881321-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003072715-DEC24,,0,0929111,920307_DEC24,60881322-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003072815-DEC24,,0,0929211,920307_DEC24,60881323-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003080529-DEC24,,0,0920200,920308_DEC24,60881324-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051007-DEC24,,0,0920200,920305_DEC24,60881325-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050654-DEC24,,0,0920500,920305_DEC24,60881326-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050843-DEC24,,0,0920800,920305_DEC24,60881327-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050939-DEC24,,0,0921000,920305_DEC24,60881328-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051105-DEC24,,0,0920100,920305_DEC24,60881329-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051204-DEC24,,0,0920900,920305_DEC24,60881330-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051234-DEC24,,0,0920700,920305_DEC24,60881331-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051434-DEC24,,0,0921000,920305_DEC24,60881332-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051504-DEC24,,0,0920200,920305_DEC24,60881333-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051605-DEC24,,0,0920100,920305_DEC24,60881334-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051707-DEC24,,0,0920900,920305_DEC24,60881335-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003081916-DEC24,,0,0920300,920308_DEC24,60881336-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990454-DEC24,,1,0920100,920299_DEC24,60881337-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990541-DEC24,,1,0920700,920299_DEC24,60881338-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003082008-DEC24,,0,0920200,920308_DEC24,60881339-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003010427-DEC24,,1,0920200,920301_DEC24,60881340-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990516-DEC24,,1,0920500,920299_DEC24,60881341-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990707-DEC24,,1,0920300,920299_DEC24,60881342-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991358-DEC24,,1,0920500,920299_DEC24,60881343-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990932-DEC24,,1,0920900,920299_DEC24,60881344-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991600-DEC24,,1,0920800,920299_DEC24,60881345-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991158-DEC24,,1,0921000,920299_DEC24,60881346-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003001704-DEC24,,1,0921000,920300_DEC24,60881347-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003031742-DEC24,,1,0920200,920303_DEC24,60881348-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003022222-DEC24,,1,0929111,920302_DEC24,60881349-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003001956-DEC24,,1,0920700,920300_DEC24,60881350-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003022623-DEC24,,1,0929111,920302_DEC24,60881351-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003002050-DEC24,,1,0920800,920300_DEC24,60881352-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003022322-DEC24,,1,0929211,920302_DEC24,60881353-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003022423-DEC24,,1,0929111,920302_DEC24,60881354-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990903-DEC24,,1,0920500,920299_DEC24,60881355-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003022523-DEC24,,1,0929211,920302_DEC24,60881356-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991000-DEC24,,1,0920700,920299_DEC24,60881357-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990806-DEC24,,1,0920600,920299_DEC24,60881358-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003022723-DEC24,,1,0929211,920302_DEC24,60881359-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990610-DEC24,,1,0920400,920299_DEC24,60881360-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990737-DEC24,,1,0920200,920299_DEC24,60881361-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991258-DEC24,,1,0920600,920299_DEC24,60881362-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003001530-DEC24,,1,0920400,920300_DEC24,60881363-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991059-DEC24,,1,0920800,920299_DEC24,60881364-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991228-DEC24,,1,0920200,920299_DEC24,60881365-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003001911-DEC24,,1,0920500,920300_DEC24,60881366-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991428-DEC24,,1,0920900,920299_DEC24,60881367-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051134-DEC24,,0,0920500,920305_DEC24,60881368-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002240408-DEC24,,0,0920100,920224_DEC24,60881369-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002252134-DEC24,,1,0920300,920225_DEC24,60881370-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050601-DEC24,,0,0920600,920305_DEC24,60881371-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002252234-DEC24,,1,0920200,920225_DEC24,60881372-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050816-DEC24,,0,0920400,920305_DEC24,60881373-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002240504-DEC24,,0,0920400,920224_DEC24,60881374-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050911-DEC24,,0,0920300,920305_DEC24,60881375-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990835-DEC24,,1,0920100,920299_DEC24,60881376-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051036-DEC24,,0,0920600,920305_DEC24,60881377-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051637-DEC24,,0,0920500,920305_DEC24,60881378-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051304-DEC24,,0,0920400,920305_DEC24,60881379-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003051404-DEC24,,0,0920300,920305_DEC24,60881380-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003001825-DEC24,,1,0920100,920300_DEC24,60881381-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003050629-DEC24,,0,0920100,920305_DEC24,60881382-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991459-DEC24,,1,0920700,920299_DEC24,60881383-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002990639-DEC24,,1,0920800,920299_DEC24,60881384-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991328-DEC24,,1,0920100,920299_DEC24,60881385-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991030-DEC24,,1,0920400,920299_DEC24,60881386-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092002991128-DEC24,,1,0920300,920299_DEC24,60881387-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-2_Saturday,60092003031630-DEC24,,1,0920300,920303_DEC24,60881388-DEC24-D15CAR-2_Saturday
92-13186,DEC24-D15CAR-3_Sunday,70092003050504-DEC24,,0,0920300,920305_DEC24,60881413-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003050721-DEC24,,0,0920900,920305_DEC24,60881414-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003050749-DEC24,,0,0920700,920305_DEC24,60881415-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003051333-DEC24,,0,0920800,920305_DEC24,60881416-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003051535-DEC24,,0,0920600,920305_DEC24,60881417-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003051740-DEC24,,0,0920700,920305_DEC24,60881418-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003051832-DEC24,,0,0920800,920305_DEC24,60881419-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003072315-DEC24,,0,0929111,920307_DEC24,60881420-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003062105-DEC24,,0,0929111,920306_DEC24,60881421-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003062205-DEC24,,0,0929211,920306_DEC24,60881422-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003072615-DEC24,,0,0929211,920307_DEC24,60881423-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003072415-DEC24,,0,0929211,920307_DEC24,60881424-DEC24-D15CAR-3_Sunday
92-13186,DEC24-D15CAR-3_Sunday,70092003072515-DEC24,,0,0929111,920307_DEC24,60881425-DEC24-D15CAR-3_Sunday
