Channel,Video_ID,Negative,Neutral,Positive
Linus Tech Tips,lHIWMmVoA44,0.07378150522708893,0.3689219653606415,0.5572965145111084
Linus Tech Tips,lHIWMmVoA44,0.499801367521286,0.3862125873565674,0.11398608237504959
Linus Tech Tips,lHIWMmVoA44,0.03605328127741814,0.4756298065185547,0.4883168637752533
Linus Tech Tips,lHIWMmVoA44,0.22457994520664215,0.590387225151062,0.18503282964229584
Linus Tech Tips,lHIWMmVoA44,0.0412432886660099,0.41941407322883606,0.5393427014350891
Linus Tech Tips,lHIWMmVoA44,0.013553242199122906,0.1426791399717331,0.8437676429748535
Linus Tech Tips,lHIWMmVoA44,0.03285638988018036,0.5489126443862915,0.4182310104370117
Linus Tech Tips,lHIWMmVoA44,0.05086975544691086,0.5683945417404175,0.38073569536209106
Linus Tech Tips,lHIWMmVoA44,0.4416765868663788,0.40537792444229126,0.15294551849365234
Linus Tech Tips,lHIWMmVoA44,0.02401876449584961,0.29790809750556946,0.6780731081962585
Linus Tech Tips,lHIWMmVoA44,0.2952851355075836,0.46926766633987427,0.23544715344905853
Linus Tech Tips,lHIWMmVoA44,0.18441545963287354,0.5096898674964905,0.3058946132659912
Linus Tech Tips,lHIWMmVoA44,0.4798383414745331,0.4489801824092865,0.07118139415979385
Linus Tech Tips,lHIWMmVoA44,0.029544558376073837,0.2675558924674988,0.7028995156288147
Linus Tech Tips,lHIWMmVoA44,0.18628552556037903,0.4507778584957123,0.3629365563392639
Linus Tech Tips,lHIWMmVoA44,0.3257559537887573,0.5791264176368713,0.09511755406856537
Linus Tech Tips,lHIWMmVoA44,0.0276454109698534,0.3368499279022217,0.6355046629905701
Linus Tech Tips,lHIWMmVoA44,0.27702510356903076,0.5435144901275635,0.17946040630340576
Linus Tech Tips,lHIWMmVoA44,0.01561952568590641,0.20125176012516022,0.7831287384033203
Linus Tech Tips,lHIWMmVoA44,0.009012850001454353,0.05721673369407654,0.9337704181671143
Linus Tech Tips,lHIWMmVoA44,0.004729366395622492,0.08615902066230774,0.9091115593910217
