Channel,Video_ID,Negative,Neutral,Positive
Linus Tech Tips,1mHI2sA3KGI,0.03755904734134674,0.1725674569606781,0.789873480796814
Linus Tech Tips,1mHI2sA3KGI,0.0038822905626147985,0.06521747261285782,0.9309002161026001
Linus Tech Tips,1mHI2sA3KGI,0.7465347051620483,0.21635781228542328,0.03710751235485077
Linus Tech Tips,1mHI2sA3KGI,0.824591338634491,0.15515950322151184,0.02024923451244831
Linus Tech Tips,1mHI2sA3KGI,0.07288888096809387,0.29285117983818054,0.6342598795890808
Linus Tech Tips,1mHI2sA3KGI,0.14749684929847717,0.4481673240661621,0.40433579683303833
Linus Tech Tips,1mHI2sA3KGI,0.021063992753624916,0.24929094314575195,0.7296450734138489
Linus Tech Tips,1mHI2sA3KGI,0.16034020483493805,0.6597869396209717,0.17987291514873505
Linus Tech Tips,1mHI2sA3KGI,0.4502977430820465,0.4800550043582916,0.0696471706032753
Linus Tech Tips,1mHI2sA3KGI,0.0032175302039831877,0.0452699176967144,0.9515125751495361
Linus Tech Tips,1mHI2sA3KGI,0.004333752207458019,0.03292045369744301,0.9627457857131958
Linus Tech Tips,1mHI2sA3KGI,0.0588238388299942,0.5643761157989502,0.3768000304698944
Linus Tech Tips,1mHI2sA3KGI,0.8461166024208069,0.13734591007232666,0.01653747633099556
Linus Tech Tips,1mHI2sA3KGI,0.07988210767507553,0.34270942211151123,0.577408492565155
Linus Tech Tips,1mHI2sA3KGI,0.1158277839422226,0.34571635723114014,0.5384558439254761
Linus Tech Tips,1mHI2sA3KGI,0.1642942875623703,0.3928283751010895,0.4428773522377014
Linus Tech Tips,1mHI2sA3KGI,0.7281737327575684,0.229749396443367,0.04207685589790344
Linus Tech Tips,1mHI2sA3KGI,0.005390137899667025,0.04696277156472206,0.9476470947265625
Linus Tech Tips,1mHI2sA3KGI,0.5535051822662354,0.3869319260120392,0.059562914073467255
Linus Tech Tips,1mHI2sA3KGI,0.1838172972202301,0.6767023205757141,0.1394803524017334
Linus Tech Tips,1mHI2sA3KGI,0.009991777129471302,0.08185280859470367,0.9081554412841797
Linus Tech Tips,1mHI2sA3KGI,0.00878002680838108,0.20029668509960175,0.7909232378005981
Linus Tech Tips,1mHI2sA3KGI,0.016749240458011627,0.16410128772258759,0.8191494345664978
Linus Tech Tips,1mHI2sA3KGI,0.10784463584423065,0.3789348900318146,0.513220489025116
Linus Tech Tips,1mHI2sA3KGI,0.0469064861536026,0.1872156858444214,0.7658778429031372
Linus Tech Tips,1mHI2sA3KGI,0.40435078740119934,0.49422788619995117,0.1014212891459465
Linus Tech Tips,1mHI2sA3KGI,0.4865010976791382,0.4278455376625061,0.0856533944606781
Linus Tech Tips,1mHI2sA3KGI,0.0534292496740818,0.34326809644699097,0.6033025979995728
Linus Tech Tips,1mHI2sA3KGI,0.16740237176418304,0.3744782507419586,0.45811930298805237
Linus Tech Tips,1mHI2sA3KGI,0.11647091060876846,0.4501882493495941,0.4333408772945404
Linus Tech Tips,1mHI2sA3KGI,0.012250418774783611,0.11043700575828552,0.8773125410079956
Linus Tech Tips,1mHI2sA3KGI,0.1444084793329239,0.3396029770374298,0.5159885883331299
Linus Tech Tips,1mHI2sA3KGI,0.08214123547077179,0.388907253742218,0.5289515256881714
Linus Tech Tips,1mHI2sA3KGI,0.057307228446006775,0.36164483428001404,0.5810479521751404
Linus Tech Tips,1mHI2sA3KGI,0.16101211309432983,0.5664898753166199,0.2724980413913727
Linus Tech Tips,1mHI2sA3KGI,0.32869693636894226,0.558629035949707,0.11267401278018951
Linus Tech Tips,1mHI2sA3KGI,0.10821331292390823,0.4028475284576416,0.48893916606903076
Linus Tech Tips,1mHI2sA3KGI,0.23309166729450226,0.6154155731201172,0.15149277448654175
Linus Tech Tips,1mHI2sA3KGI,0.08830763399600983,0.5717869997024536,0.33990544080734253
Linus Tech Tips,1mHI2sA3KGI,0.06416821479797363,0.35517382621765137,0.580657958984375
Linus Tech Tips,1mHI2sA3KGI,0.32245364785194397,0.5472395420074463,0.13030679523944855
Linus Tech Tips,1mHI2sA3KGI,0.29375845193862915,0.6104955673217773,0.09574595838785172
Linus Tech Tips,1mHI2sA3KGI,0.5987085700035095,0.32613036036491394,0.07516109943389893
Linus Tech Tips,1mHI2sA3KGI,0.1530398726463318,0.7277734875679016,0.1191866546869278
Linus Tech Tips,1mHI2sA3KGI,0.016990328207612038,0.10452203452587128,0.8784876465797424
Linus Tech Tips,1mHI2sA3KGI,0.11024656891822815,0.42150047421455383,0.46825286746025085
Linus Tech Tips,1mHI2sA3KGI,0.1423472762107849,0.4808834493160248,0.3767693042755127
Linus Tech Tips,1mHI2sA3KGI,0.2934458255767822,0.4947570562362671,0.21179716289043427
Linus Tech Tips,1mHI2sA3KGI,0.1376064270734787,0.38578516244888306,0.47660839557647705
Linus Tech Tips,1mHI2sA3KGI,0.04988349601626396,0.5354238748550415,0.41469258069992065
Linus Tech Tips,1mHI2sA3KGI,0.32731083035469055,0.5423983931541443,0.13029071688652039
Linus Tech Tips,1mHI2sA3KGI,0.2566585838794708,0.4759715795516968,0.2673698961734772
Linus Tech Tips,1mHI2sA3KGI,0.0704181045293808,0.41048464179039,0.5190972089767456
