Channel,Video_ID,Negative,Neutral,Positive
Linus Tech Tips,SKIXCPn2xB0,0.38861793279647827,0.4391838312149048,0.17219823598861694
Linus Tech Tips,SKIXCPn2xB0,0.009270833805203438,0.12202475219964981,0.8687044382095337
Linus Tech Tips,SKIXCPn2xB0,0.008757484145462513,0.25068917870521545,0.7405533790588379
Linus Tech Tips,SKIXCPn2xB0,0.013020233251154423,0.22729642689228058,0.7596834301948547
Linus Tech Tips,SKIXCPn2xB0,0.006311082746833563,0.07149485498666763,0.9221940636634827
Linus Tech Tips,SKIXCPn2xB0,0.03234966844320297,0.18871118128299713,0.7789391875267029
Linus Tech Tips,SKIXCPn2xB0,0.27551499009132385,0.5461296439170837,0.17835533618927002
Linus Tech Tips,SKIXCPn2xB0,0.1627577245235443,0.509734034538269,0.3275083005428314
Linus Tech Tips,SKIXCPn2xB0,0.016429385170340538,0.15832121670246124,0.8252493739128113
Linus Tech Tips,SKIXCPn2xB0,0.7782519459724426,0.19631418585777283,0.02543385699391365
Linus Tech Tips,SKIXCPn2xB0,0.31609562039375305,0.49391382932662964,0.18999050557613373
Linus Tech Tips,SKIXCPn2xB0,0.17063428461551666,0.46189916133880615,0.36746659874916077
Linus Tech Tips,SKIXCPn2xB0,0.708410918712616,0.25851356983184814,0.03307550400495529
Linus Tech Tips,SKIXCPn2xB0,0.008148512803018093,0.0782824456691742,0.9135689735412598
Linus Tech Tips,SKIXCPn2xB0,0.00528433034196496,0.04879816994071007,0.9459174871444702
Linus Tech Tips,SKIXCPn2xB0,0.0335514172911644,0.35752516984939575,0.6089234352111816
Linus Tech Tips,SKIXCPn2xB0,0.008896752260625362,0.15671159327030182,0.8343916535377502
Linus Tech Tips,SKIXCPn2xB0,0.2664540112018585,0.49850282073020935,0.2350432276725769
Linus Tech Tips,SKIXCPn2xB0,0.04009760543704033,0.6312626600265503,0.3286397457122803
Linus Tech Tips,SKIXCPn2xB0,0.007325196638703346,0.05514077842235565,0.937533974647522
Linus Tech Tips,SKIXCPn2xB0,0.13305531442165375,0.548970103263855,0.3179745674133301
Linus Tech Tips,SKIXCPn2xB0,0.5329217910766602,0.40800395607948303,0.05907432362437248
Linus Tech Tips,SKIXCPn2xB0,0.06082893908023834,0.17777346074581146,0.7613976001739502
Linus Tech Tips,SKIXCPn2xB0,0.12329015880823135,0.5822792649269104,0.29443058371543884
Linus Tech Tips,SKIXCPn2xB0,0.004508044570684433,0.09863178431987762,0.8968601822853088
Linus Tech Tips,SKIXCPn2xB0,0.0024960727896541357,0.03956013545393944,0.9579437375068665
Linus Tech Tips,SKIXCPn2xB0,0.034347373992204666,0.31207066774368286,0.653581976890564
Linus Tech Tips,SKIXCPn2xB0,0.028663042932748795,0.2615784704685211,0.7097585201263428
Linus Tech Tips,SKIXCPn2xB0,0.03309807926416397,0.2512722909450531,0.7156296372413635
Linus Tech Tips,SKIXCPn2xB0,0.8681444525718689,0.12061986327171326,0.011235668323934078
Linus Tech Tips,SKIXCPn2xB0,0.07481514662504196,0.3711746335029602,0.5540102124214172
Linus Tech Tips,SKIXCPn2xB0,0.21342091262340546,0.49970096349716187,0.2868780493736267
Linus Tech Tips,SKIXCPn2xB0,0.008241694420576096,0.08623296022415161,0.9055253863334656
Linus Tech Tips,SKIXCPn2xB0,0.10494385659694672,0.5689474940299988,0.3261086344718933
Linus Tech Tips,SKIXCPn2xB0,0.3429403305053711,0.43194904923439026,0.22511057555675507
Linus Tech Tips,SKIXCPn2xB0,0.4875198006629944,0.40675830841064453,0.10572191327810287
Linus Tech Tips,SKIXCPn2xB0,0.054562605917453766,0.6570591330528259,0.2883782982826233
Linus Tech Tips,SKIXCPn2xB0,0.003538845106959343,0.10452085733413696,0.8919402360916138
Linus Tech Tips,SKIXCPn2xB0,0.08047807216644287,0.32376402616500854,0.5957579016685486
Linus Tech Tips,SKIXCPn2xB0,0.3459926247596741,0.45112451910972595,0.20288291573524475
Linus Tech Tips,SKIXCPn2xB0,0.18120136857032776,0.6852501630783081,0.13354842364788055
Linus Tech Tips,SKIXCPn2xB0,0.37168967723846436,0.5801206231117249,0.048189666122198105
Linus Tech Tips,SKIXCPn2xB0,0.2929200828075409,0.6427726745605469,0.06430723518133163
Linus Tech Tips,SKIXCPn2xB0,0.8157484531402588,0.17189225554466248,0.012359299696981907
Linus Tech Tips,SKIXCPn2xB0,0.31740567088127136,0.5700438022613525,0.1125505343079567
Linus Tech Tips,SKIXCPn2xB0,0.013995533809065819,0.3422556221485138,0.6437488198280334
Linus Tech Tips,SKIXCPn2xB0,0.014407352544367313,0.26359254121780396,0.7220001220703125
Linus Tech Tips,SKIXCPn2xB0,0.03266767039895058,0.23729375004768372,0.7300385236740112
Linus Tech Tips,SKIXCPn2xB0,0.07449235767126083,0.3472999632358551,0.5782076716423035
Linus Tech Tips,SKIXCPn2xB0,0.015939300879836082,0.2775406241416931,0.706520140171051
Linus Tech Tips,SKIXCPn2xB0,0.2742004096508026,0.5549431443214417,0.17085644602775574
Linus Tech Tips,SKIXCPn2xB0,0.6467719078063965,0.3070715367794037,0.046156495809555054
Linus Tech Tips,SKIXCPn2xB0,0.19720570743083954,0.5286256670951843,0.2741686999797821
Linus Tech Tips,SKIXCPn2xB0,0.024653367698192596,0.49682483077049255,0.47852185368537903
Linus Tech Tips,SKIXCPn2xB0,0.5650761723518372,0.32736843824386597,0.10755538195371628
Linus Tech Tips,SKIXCPn2xB0,0.006021546665579081,0.09761211276054382,0.8963663578033447
Linus Tech Tips,SKIXCPn2xB0,0.008254658430814743,0.3058266043663025,0.6859187483787537
Linus Tech Tips,SKIXCPn2xB0,0.044958800077438354,0.9015859365463257,0.05345523729920387
