Channel,Video_ID,Negative,Neutral,Positive
Linus Tech Tips,uUkEbcVU9eM,0.4523037075996399,0.43302151560783386,0.11467485129833221
Linus Tech Tips,uUkEbcVU9eM,0.008814627304673195,0.08904525637626648,0.9021401405334473
Linus Tech Tips,uUkEbcVU9eM,0.029330385848879814,0.17825056612491608,0.7924190163612366
Linus Tech Tips,uUkEbcVU9eM,0.09059131145477295,0.5483032464981079,0.361105352640152
Linus Tech Tips,uUkEbcVU9eM,0.249850332736969,0.6344936490058899,0.11565609276294708
Linus Tech Tips,uUkEbcVU9eM,0.16797678172588348,0.5285894870758057,0.30343377590179443
Linus Tech Tips,uUkEbcVU9eM,0.5386108756065369,0.40057289600372314,0.060816265642642975
Linus Tech Tips,uUkEbcVU9eM,0.14725933969020844,0.7231875658035278,0.12955303490161896
Linus Tech Tips,uUkEbcVU9eM,0.27034327387809753,0.43552541732788086,0.29413139820098877
Linus Tech Tips,uUkEbcVU9eM,0.0035143631976097822,0.038590334355831146,0.9578952789306641
Linus Tech Tips,uUkEbcVU9eM,0.2899985909461975,0.5947120785713196,0.11528938263654709
Linus Tech Tips,uUkEbcVU9eM,0.19443583488464355,0.5866034626960754,0.21896064281463623
Linus Tech Tips,uUkEbcVU9eM,0.4219330847263336,0.5091447830200195,0.06892213970422745
Linus Tech Tips,uUkEbcVU9eM,0.650406539440155,0.3223634958267212,0.02722998522222042
Linus Tech Tips,uUkEbcVU9eM,0.4005875587463379,0.5102870464324951,0.08912541717290878
Linus Tech Tips,uUkEbcVU9eM,0.47628286480903625,0.46757087111473083,0.056146372109651566
Linus Tech Tips,uUkEbcVU9eM,0.06242481246590614,0.7777578234672546,0.15981735289096832
Linus Tech Tips,uUkEbcVU9eM,0.32952019572257996,0.5038331747055054,0.16664659976959229
Linus Tech Tips,uUkEbcVU9eM,0.6945704817771912,0.2731086313724518,0.03232094645500183
Linus Tech Tips,uUkEbcVU9eM,0.3699304461479187,0.4443950951099396,0.1856745332479477
Linus Tech Tips,uUkEbcVU9eM,0.047509368509054184,0.219803586602211,0.7326870560646057
Linus Tech Tips,uUkEbcVU9eM,0.43102550506591797,0.42089149355888367,0.14808295667171478
Linus Tech Tips,uUkEbcVU9eM,0.09623111039400101,0.3449421525001526,0.5588268041610718
Linus Tech Tips,uUkEbcVU9eM,0.04198915883898735,0.2065357267856598,0.7514750957489014
Linus Tech Tips,uUkEbcVU9eM,0.12074709683656693,0.7629958391189575,0.11625714600086212
Linus Tech Tips,uUkEbcVU9eM,0.002707426669076085,0.017864953726530075,0.979427695274353
Linus Tech Tips,uUkEbcVU9eM,0.02368820644915104,0.2114143967628479,0.764897346496582
Linus Tech Tips,uUkEbcVU9eM,0.033256396651268005,0.17091283202171326,0.7958307862281799
Linus Tech Tips,uUkEbcVU9eM,0.008468247018754482,0.07127092778682709,0.9202607870101929
Linus Tech Tips,uUkEbcVU9eM,0.011707612313330173,0.027703119441866875,0.9605892896652222
Linus Tech Tips,uUkEbcVU9eM,0.10244939476251602,0.17063862085342407,0.7269119620323181
Linus Tech Tips,uUkEbcVU9eM,0.07087483257055283,0.273172527551651,0.6559526920318604
Linus Tech Tips,uUkEbcVU9eM,0.004988382570445538,0.036108873784542084,0.9589027762413025
Linus Tech Tips,uUkEbcVU9eM,0.08474966138601303,0.20828582346439362,0.7069645524024963
